indicator,state,year,value,source_title,source_url,reporting_period,reporting_org,notes,verified_on
total-fertility-rate,Delhi,2022,1.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2023,1.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2012,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2013,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2014,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2015,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2016,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2017,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2018,2.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2019,2.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2020,2.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2021,2.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2022,1.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Gujarat,2023,1.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2012,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2013,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2014,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2015,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2016,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2017,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2018,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2019,2.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2020,2.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2021,2.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2022,2.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Haryana,2023,1.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2012,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2013,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2014,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2015,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2016,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2017,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2018,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2019,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2020,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2021,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2022,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Himachal Pradesh,2023,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2012,1.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2013,1.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2014,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2015,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2016,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2017,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2018,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2019,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2020,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2021,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2022,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jammu and Kashmir,2023,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jharkhand,2012,2.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jharkhand,2013,2.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jharkhand,2014,2.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jharkhand,2015,2.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jharkhand,2016,2.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jharkhand,2017,2.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Jharkhand,2018,2.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
